порядковый номер броневика,устройство,дата-время прибытия,дата-время отъезда
2,698680,2022-09-19 12:39:31.200000,2022-09-19 12:49:31.200000
2,629701,2022-09-19 12:55:00,2022-09-19 13:05:00
2,619184,2022-09-19 13:16:15,2022-09-19 13:26:15
2,608014,2022-09-19 13:27:49.200000,2022-09-19 13:37:49.200000
2,607512,2022-09-19 13:46:16.800000,2022-09-19 13:56:16.800000
2,635732,2022-09-19 14:10:40.800000,2022-09-19 14:20:40.800000
2,607799,2022-09-19 14:23:16.200000,2022-09-19 14:33:16.200000
2,634861,2022-09-19 14:47:48,2022-09-19 14:57:48
2,606122,2022-09-19 14:58:43.800000,2022-09-19 15:08:43.800000
2,608041,2022-09-19 15:12:31.800000,2022-09-19 15:22:31.800000
3,677267,2022-09-19 09:00:00,2022-09-19 09:10:00
3,682286,2022-09-19 09:13:25.800000,2022-09-19 09:23:25.800000
3,634695,2022-09-19 09:25:49.200000,2022-09-19 09:35:49.200000
3,682286,2022-09-19 09:37:19.800000,2022-09-19 09:47:19.800000
3,634695,2022-09-19 09:49:43.200000,2022-09-19 09:59:43.200000
3,634799,2022-09-19 10:02:16.800000,2022-09-19 10:12:16.800000
3,645401,2022-09-19 10:15:39.600000,2022-09-19 10:25:39.600000
3,635201,2022-09-19 10:30:24.600000,2022-09-19 10:40:24.600000
3,641580,2022-09-19 10:46:57,2022-09-19 10:56:57
3,688247,2022-09-19 11:02:04.200000,2022-09-19 11:12:04.200000
3,627738,2022-09-19 11:14:18.600000,2022-09-19 11:24:18.600000
3,688247,2022-09-19 11:26:33,2022-09-19 11:36:33
3,688283,2022-09-19 11:43:30.600000,2022-09-19 11:53:30.600000
3,634706,2022-09-19 11:58:12.600000,2022-09-19 12:08:12.600000
3,609489,2022-09-19 12:11:02.400000,2022-09-19 12:21:02.400000
3,634706,2022-09-19 12:23:05.400000,2022-09-19 12:33:05.400000
3,609273,2022-09-19 12:37:06,2022-09-19 12:47:06
3,609210,2022-09-19 12:49:38.400000,2022-09-19 12:59:38.400000
3,688326,2022-09-19 13:01:27,2022-09-19 13:11:27
3,657379,2022-09-19 13:17:56.400000,2022-09-19 13:27:56.400000
3,634964,2022-09-19 13:38:51,2022-09-19 13:48:51
3,607586,2022-09-19 13:52:48.600000,2022-09-19 14:02:48.600000
3,638716,2022-09-19 14:06:59.400000,2022-09-19 14:16:59.400000
3,607096,2022-09-19 14:19:05.400000,2022-09-19 14:29:05.400000
3,644480,2022-09-19 14:43:26.400000,2022-09-19 14:53:26.400000
3,686363,2022-09-19 15:08:12.600000,2022-09-19 15:18:12.600000
3,619657,2022-09-19 15:23:00,2022-09-19 15:33:00
3,635710,2022-09-19 15:41:12,2022-09-19 15:51:12
3,682749,2022-09-19 15:56:40.800000,2022-09-19 16:06:40.800000
3,635710,2022-09-19 16:10:24,2022-09-19 16:20:24
3,682749,2022-09-19 16:25:52.800000,2022-09-19 16:35:52.800000
3,616480,2022-09-19 16:48:59.400000,2022-09-19 16:58:59.400000
3,609837,2022-09-19 16:59:33,2022-09-19 17:09:33
3,679676,2022-09-19 17:23:58.800000,2022-09-19 17:33:58.800000
3,641538,2022-09-19 17:46:49.800000,2022-09-19 17:56:49.800000
3,634865,2022-09-19 18:02:40.800000,2022-09-19 18:12:40.800000
4,698948,2022-09-19 09:00:00,2022-09-19 09:10:00
4,688274,2022-09-19 10:01:18.600000,2022-09-19 10:11:18.600000
4,635534,2022-09-19 10:46:42.600000,2022-09-19 10:56:42.600000
4,638416,2022-09-19 11:17:08.400000,2022-09-19 11:27:08.400000
4,619233,2022-09-19 11:44:24.600000,2022-09-19 11:54:24.600000
4,625047,2022-09-19 12:04:34.199999999,2022-09-19 12:14:34.199999999
4,622431,2022-09-19 12:51:23.400000,2022-09-19 13:01:23.400000
4,623322,2022-09-19 13:04:25.200000,2022-09-19 13:14:25.200000
4,645389,2022-09-19 13:17:10.200000,2022-09-19 13:27:10.200000
4,622449,2022-09-19 13:29:45.600000,2022-09-19 13:39:45.600000
4,609498,2022-09-19 13:45:10.800000,2022-09-19 13:55:10.800000
4,666539,2022-09-19 14:26:37.800000,2022-09-19 14:36:37.800000
4,616664,2022-09-19 14:38:17.400000,2022-09-19 14:48:17.400000
4,669436,2022-09-19 14:53:12.600000,2022-09-19 15:03:12.600000
4,622416,2022-09-19 15:31:10.800000,2022-09-19 15:41:10.800000
4,699048,2022-09-19 15:52:35.400000,2022-09-19 16:02:35.400000
4,625045,2022-09-19 16:21:29.400000,2022-09-19 16:31:29.400000
4,635577,2022-09-19 16:50:42,2022-09-19 17:00:42
4,609958,2022-09-19 17:08:27.600000,2022-09-19 17:18:27.600000
4,635251,2022-09-19 17:23:21,2022-09-19 17:33:21
4,642895,2022-09-19 17:39:37.200000,2022-09-19 17:49:37.200000
5,698964,2022-09-19 09:00:00,2022-09-19 09:10:00
5,677549,2022-09-19 09:38:22.200000,2022-09-19 09:48:22.200000
5,677563,2022-09-19 10:00:17.400000,2022-09-19 10:10:17.400000
5,635248,2022-09-19 10:50:27.600000,2022-09-19 11:00:27.600000
5,607065,2022-09-19 11:33:04.200000,2022-09-19 11:43:04.200000
5,662921,2022-09-19 12:22:36,2022-09-19 12:32:36
5,635575,2022-09-19 13:14:44.400000,2022-09-19 13:24:44.400000
5,635262,2022-09-19 13:39:39.600000,2022-09-19 13:49:39.600000
5,658930,2022-09-19 14:08:59.400000,2022-09-19 14:18:59.400000
5,668132,2022-09-19 14:26:34.800000,2022-09-19 14:36:34.800000
5,606515,2022-09-19 14:41:54.600000,2022-09-19 14:51:54.600000
5,606196,2022-09-19 15:02:25.800000,2022-09-19 15:12:25.800000
5,635558,2022-09-19 15:22:40.800000,2022-09-19 15:32:40.800000
5,607031,2022-09-19 15:36:51,2022-09-19 15:46:51
5,619161,2022-09-19 16:07:04.800000,2022-09-19 16:17:04.800000
5,606171,2022-09-19 16:40:57,2022-09-19 16:50:57
5,699451,2022-09-19 16:52:12,2022-09-19 17:02:12
5,606133,2022-09-19 17:03:55.800000,2022-09-19 17:13:55.800000
5,669376,2022-09-19 17:43:39.600000,2022-09-19 17:53:39.600000
5,666592,2022-09-19 18:26:28.200000,2022-09-19 18:36:28.200000
6,606553,2022-09-19 09:00:00,2022-09-19 09:10:00
6,606536,2022-09-19 10:00:22.800000,2022-09-19 10:10:22.800000
6,688213,2022-09-19 10:35:09,2022-09-19 10:45:09
6,636031,2022-09-19 10:55:09,2022-09-19 11:05:09
6,606542,2022-09-19 11:14:10.200000,2022-09-19 11:24:10.200000
6,683733,2022-09-19 11:44:09.600000,2022-09-19 11:54:09.600000
6,605378,2022-09-19 12:07:56.400000,2022-09-19 12:17:56.400000
6,619783,2022-09-19 12:26:21.600000,2022-09-19 12:36:21.600000
6,406145,2022-09-19 12:41:11.400000,2022-09-19 12:51:11.400000
6,622478,2022-09-19 13:01:46.200000,2022-09-19 13:11:46.200000
6,634767,2022-09-19 13:20:37.800000,2022-09-19 13:30:37.800000
6,658881,2022-09-19 13:36:57.600000,2022-09-19 13:46:57.600000
6,683733,2022-09-19 13:59:24,2022-09-19 14:09:24
6,689138,2022-09-19 14:19:06,2022-09-19 14:29:06
6,634878,2022-09-19 14:50:20.400000,2022-09-19 15:00:20.400000
6,635586,2022-09-19 15:06:26.400000,2022-09-19 15:16:26.400000
6,635440,2022-09-19 16:17:57.600000,2022-09-19 16:27:57.600000
6,619210,2022-09-19 17:10:57,2022-09-19 17:20:57
6,607516,2022-09-19 18:05:36,2022-09-19 18:15:36
6,606569,2022-09-19 18:22:36.600000,2022-09-19 18:32:36.600000
7,698983,2022-09-19 09:00:00,2022-09-19 09:10:00
7,698960,2022-09-19 10:01:51,2022-09-19 10:11:51
7,607732,2022-09-19 10:56:25.200000,2022-09-19 11:06:25.200000
7,605329,2022-09-19 11:28:20.400000,2022-09-19 11:38:20.400000
7,679082,2022-09-19 11:52:14.400000,2022-09-19 12:02:14.400000
7,682240,2022-09-19 12:08:48,2022-09-19 12:18:48
7,607721,2022-09-19 12:25:13.200000,2022-09-19 12:35:13.200000
7,669261,2022-09-19 12:47:07.800000,2022-09-19 12:57:07.800000
7,676353,2022-09-19 13:06:59.400000,2022-09-19 13:16:59.400000
7,619645,2022-09-19 13:21:52.800000,2022-09-19 13:31:52.800000
7,607725,2022-09-19 13:37:26.400000,2022-09-19 13:47:26.400000
7,606025,2022-09-19 13:52:07.200000,2022-09-19 14:02:07.200000
7,606062,2022-09-19 14:08:48,2022-09-19 14:18:48
7,634810,2022-09-19 14:28:19.200000,2022-09-19 14:38:19.200000
7,692296,2022-09-19 14:59:55.200000,2022-09-19 15:09:55.200000
7,698965,2022-09-19 15:34:54.600000,2022-09-19 15:44:54.600000
7,687685,2022-09-19 16:05:13.800000,2022-09-19 16:15:13.800000
7,667123,2022-09-19 16:49:31.800000,2022-09-19 16:59:31.800000
7,698957,2022-09-19 17:07:54.600000,2022-09-19 17:17:54.600000
7,634907,2022-09-19 17:20:47.400000,2022-09-19 17:30:47.400000
7,683149,2022-09-19 17:36:55.800000,2022-09-19 17:46:55.800000
7,628623,2022-09-19 17:54:17.400000,2022-09-19 18:04:17.400000
7,635756,2022-09-19 18:09:49.800000,2022-09-19 18:19:49.800000
0,622445,2022-09-20 09:00:00,2022-09-20 09:10:00
0,644823,2022-09-20 09:17:42,2022-09-20 09:27:42
0,606026,2022-09-20 09:38:15.600000,2022-09-20 09:48:15.600000
0,698660,2022-09-20 09:52:12.600000,2022-09-20 10:02:12.600000
0,666580,2022-09-20 10:05:16.800000,2022-09-20 10:15:16.800000
0,605360,2022-09-20 10:18:19.200000,2022-09-20 10:28:19.200000
0,688339,2022-09-20 10:33:31.200000,2022-09-20 10:43:31.200000
0,606044,2022-09-20 10:50:09.600000,2022-09-20 11:00:09.600000
0,653695,2022-09-20 11:03:53.400000,2022-09-20 11:13:53.400000
0,646942,2022-09-20 11:24:25.200000,2022-09-20 11:34:25.200000
0,644483,2022-09-20 11:42:43.200000,2022-09-20 11:52:43.200000
0,644986,2022-09-20 12:09:19.200000,2022-09-20 12:19:19.200000
0,654092,2022-09-20 12:24:56.400000,2022-09-20 12:34:56.400000
0,649161,2022-09-20 12:43:25.800000,2022-09-20 12:53:25.800000
0,646856,2022-09-20 12:55:18,2022-09-20 13:05:18
0,646950,2022-09-20 13:12:55.200000,2022-09-20 13:22:55.200000
0,646846,2022-09-20 13:27:42,2022-09-20 13:37:42
0,646944,2022-09-20 13:42:53.400000,2022-09-20 13:52:53.400000
0,644984,2022-09-20 13:59:49.200000,2022-09-20 14:09:49.200000
0,644008,2022-09-20 14:15:24.600000,2022-09-20 14:25:24.600000
0,648149,2022-09-20 14:35:40.200000,2022-09-20 14:45:40.200000
0,686153,2022-09-20 14:51:56.400000,2022-09-20 15:01:56.400000
0,683131,2022-09-20 15:12:01.200000,2022-09-20 15:22:01.200000
1,643912,2022-09-20 09:00:00,2022-09-20 09:10:00
1,635256,2022-09-20 09:51:27.600000,2022-09-20 10:01:27.600000
1,635252,2022-09-20 10:05:01.800000,2022-09-20 10:15:01.800000
1,634973,2022-09-20 10:18:56.400000,2022-09-20 10:28:56.400000
1,646714,2022-09-20 10:38:27.600000,2022-09-20 10:48:27.600000
1,649977,2022-09-20 10:59:03.600000,2022-09-20 11:09:03.600000
1,635295,2022-09-20 11:20:18.600000,2022-09-20 11:30:18.600000
1,652813,2022-09-20 11:32:21.600000,2022-09-20 11:42:21.600000
1,622486,2022-09-20 11:50:16.200000,2022-09-20 12:00:16.200000
1,616468,2022-09-20 12:09:19.200000,2022-09-20 12:19:19.200000
1,676995,2022-09-20 12:29:44.400000,2022-09-20 12:39:44.400000
1,606017,2022-09-20 12:58:48,2022-09-20 13:08:48
1,605355,2022-09-20 13:14:33.600000,2022-09-20 13:24:33.600000
1,679083,2022-09-20 13:31:50.400000,2022-09-20 13:41:50.400000
1,634684,2022-09-20 13:51:53.400000,2022-09-20 14:01:53.400000
1,688397,2022-09-20 14:10:15.600000,2022-09-20 14:20:15.600000
1,636488,2022-09-20 14:21:19.200000,2022-09-20 14:31:19.200000
1,606545,2022-09-20 14:46:28.800000,2022-09-20 14:56:28.800000
1,606082,2022-09-20 15:02:31.200000,2022-09-20 15:12:31.200000
1,644896,2022-09-20 15:14:19.800000,2022-09-20 15:24:19.800000
1,649963,2022-09-20 15:26:08.400000,2022-09-20 15:36:08.400000
1,636029,2022-09-20 15:38:13.800000,2022-09-20 15:48:13.800000
1,627730,2022-09-20 15:51:37.800000,2022-09-20 16:01:37.800000
1,680312,2022-09-20 16:24:51.600000,2022-09-20 16:34:51.600000
2,653699,2022-09-20 09:00:00,2022-09-20 09:10:00
2,644859,2022-09-20 09:10:57.600000,2022-09-20 09:20:57.600000
2,606177,2022-09-20 09:22:03,2022-09-20 09:32:03
2,683756,2022-09-20 09:48:13.800000,2022-09-20 09:58:13.800000
2,634858,2022-09-20 10:08:58.200000,2022-09-20 10:18:58.200000
2,606598,2022-09-20 10:27:57,2022-09-20 10:37:57
2,635779,2022-09-20 10:59:21.600000,2022-09-20 11:09:21.600000
2,634524,2022-09-20 11:28:15,2022-09-20 11:38:15
2,622395,2022-09-20 11:57:36.600000,2022-09-20 12:07:36.600000
2,609856,2022-09-20 12:15:20.400000,2022-09-20 12:25:20.400000
2,634794,2022-09-20 12:33:20.400000,2022-09-20 12:43:20.400000
2,683768,2022-09-20 12:48:36,2022-09-20 12:58:36
2,690888,2022-09-20 13:05:34.199999999,2022-09-20 13:15:34.199999999
2,645351,2022-09-20 13:21:06,2022-09-20 13:31:06
2,407002,2022-09-20 13:33:57.600000,2022-09-20 13:43:57.600000
2,657936,2022-09-20 13:54:40.200000,2022-09-20 14:04:40.200000
2,634914,2022-09-20 14:11:01.200000,2022-09-20 14:21:01.200000
2,634979,2022-09-20 14:38:14.400000,2022-09-20 14:48:14.400000
2,634921,2022-09-20 14:52:46.800000,2022-09-20 15:02:46.800000
2,629733,2022-09-20 15:19:53.400000,2022-09-20 15:29:53.400000
2,607047,2022-09-20 15:46:47.400000,2022-09-20 15:56:47.400000
2,637514,2022-09-20 16:04:21.600000,2022-09-20 16:14:21.600000
2,662962,2022-09-20 16:29:29.400000,2022-09-20 16:39:29.400000
2,629753,2022-09-20 16:54:22.800000,2022-09-20 17:04:22.800000
3,635553,2022-09-20 09:00:00,2022-09-20 09:10:00
3,693234,2022-09-20 09:22:21.600000,2022-09-20 09:32:21.600000
3,609989,2022-09-20 09:42:54,2022-09-20 09:52:54
3,622430,2022-09-20 10:20:23.400000,2022-09-20 10:30:23.400000
3,636051,2022-09-20 10:35:13.800000,2022-09-20 10:45:13.800000
3,608028,2022-09-20 10:50:01.800000,2022-09-20 11:00:01.800000
3,641578,2022-09-20 11:20:46.200000,2022-09-20 11:30:46.200000
3,693201,2022-09-20 11:37:40.200000,2022-09-20 11:47:40.200000
3,645061,2022-09-20 11:56:46.200000,2022-09-20 12:06:46.200000
3,634916,2022-09-20 12:08:46.200000,2022-09-20 12:18:46.200000
3,609289,2022-09-20 12:21:19.200000,2022-09-20 12:31:19.200000
3,622409,2022-09-20 12:36:21.600000,2022-09-20 12:46:21.600000
3,630459,2022-09-20 12:47:00,2022-09-20 12:57:00
3,645058,2022-09-20 12:58:04.200000,2022-09-20 13:08:04.200000
3,609949,2022-09-20 13:11:10.800000,2022-09-20 13:21:10.800000
3,635561,2022-09-20 13:22:06.600000,2022-09-20 13:32:06.600000
3,635727,2022-09-20 13:38:32.400000,2022-09-20 13:48:32.400000
3,609348,2022-09-20 13:52:49.200000,2022-09-20 14:02:49.200000
3,619224,2022-09-20 14:05:42.600000,2022-09-20 14:15:42.600000
3,634916,2022-09-20 14:20:25.800000,2022-09-20 14:30:25.800000
3,634894,2022-09-20 14:56:58.200000,2022-09-20 15:06:58.200000
3,695177,2022-09-20 15:08:14.400000,2022-09-20 15:18:14.400000
3,609996,2022-09-20 15:30:12.600000,2022-09-20 15:40:12.600000
3,616665,2022-09-20 15:49:32.400000,2022-09-20 15:59:32.400000
3,682243,2022-09-20 16:14:24.600000,2022-09-20 16:24:24.600000
3,649942,2022-09-20 16:51:04.200000,2022-09-20 17:01:04.200000
3,609484,2022-09-20 17:10:34.800000,2022-09-20 17:20:34.800000
4,668197,2022-09-20 09:00:00,2022-09-20 09:10:00
4,667813,2022-09-20 10:01:26.400000,2022-09-20 10:11:26.400000
4,667152,2022-09-20 10:37:15,2022-09-20 10:47:15
4,619611,2022-09-20 11:21:28.800000,2022-09-20 11:31:28.800000
4,689126,2022-09-20 12:00:27.600000,2022-09-20 12:10:27.600000
4,619166,2022-09-20 12:45:30.600000,2022-09-20 12:55:30.600000
4,607776,2022-09-20 13:40:19.200000,2022-09-20 13:50:19.200000
4,607519,2022-09-20 14:10:59.400000,2022-09-20 14:20:59.400000
4,636764,2022-09-20 14:37:10.200000,2022-09-20 14:47:10.200000
4,667109,2022-09-20 15:07:42,2022-09-20 15:17:42
4,634558,2022-09-20 15:36:00,2022-09-20 15:46:00
4,627793,2022-09-20 16:00:43.200000,2022-09-20 16:10:43.200000
4,667114,2022-09-20 17:07:34.199999999,2022-09-20 17:17:34.199999999
4,635571,2022-09-20 17:48:25.200000,2022-09-20 17:58:25.200000
4,687653,2022-09-20 18:26:53.400000,2022-09-20 18:36:53.400000
4,699022,2022-09-20 19:03:24,2022-09-20 19:13:24
5,635239,2022-09-20 09:00:00,2022-09-20 09:10:00
5,649811,2022-09-20 09:27:01.800000,2022-09-20 09:37:01.800000
5,636409,2022-09-20 09:45:48,2022-09-20 09:55:48
5,688365,2022-09-20 10:02:21,2022-09-20 10:12:21
5,638461,2022-09-20 10:20:45,2022-09-20 10:30:45
5,607723,2022-09-20 10:40:12.600000,2022-09-20 10:50:12.600000
5,686178,2022-09-20 10:55:28.800000,2022-09-20 11:05:28.800000
5,676997,2022-09-20 11:12:04.200000,2022-09-20 11:22:04.200000
5,634738,2022-09-20 11:23:08.400000,2022-09-20 11:33:08.400000
5,676997,2022-09-20 11:37:25.800000,2022-09-20 11:47:25.800000
5,637194,2022-09-20 11:53:59.400000,2022-09-20 12:03:59.400000
5,668401,2022-09-20 12:08:30.600000,2022-09-20 12:18:30.600000
5,634742,2022-09-20 12:26:00.600000,2022-09-20 12:36:00.600000
5,699540,2022-09-20 12:44:07.200000,2022-09-20 12:54:07.200000
5,406196,2022-09-20 12:58:24.600000,2022-09-20 13:08:24.600000
5,638490,2022-09-20 13:15:45.600000,2022-09-20 13:25:45.600000
5,637538,2022-09-20 13:37:36.600000,2022-09-20 13:47:36.600000
5,606128,2022-09-20 13:54:23.400000,2022-09-20 14:04:23.400000
5,637507,2022-09-20 14:15:49.800000,2022-09-20 14:25:49.800000
5,616735,2022-09-20 14:34:30.600000,2022-09-20 14:44:30.600000
5,629727,2022-09-20 14:54:01.200000,2022-09-20 15:04:01.200000
5,605329,2022-09-20 15:14:27,2022-09-20 15:24:27
5,606140,2022-09-20 15:40:52.800000,2022-09-20 15:50:52.800000
5,676366,2022-09-20 15:58:21.600000,2022-09-20 16:08:21.600000
5,698705,2022-09-20 16:13:24.600000,2022-09-20 16:23:24.600000
5,606125,2022-09-20 16:27:50.400000,2022-09-20 16:37:50.400000
5,659661,2022-09-20 16:38:52.200000,2022-09-20 16:48:52.200000
5,636411,2022-09-20 16:57:14.400000,2022-09-20 17:07:14.400000
5,635593,2022-09-20 17:10:55.800000,2022-09-20 17:20:55.800000
5,638981,2022-09-20 17:32:55.200000,2022-09-20 17:42:55.200000
5,644458,2022-09-20 17:50:09.600000,2022-09-20 18:00:09.600000
5,638722,2022-09-20 18:06:07.800000,2022-09-20 18:16:07.800000
5,644458,2022-09-20 18:22:06,2022-09-20 18:32:06
6,698971,2022-09-20 09:00:00,2022-09-20 09:10:00
6,607549,2022-09-20 09:12:08.400000,2022-09-20 09:22:08.400000
6,688263,2022-09-20 09:54:06,2022-09-20 10:04:06
6,619239,2022-09-20 10:06:39,2022-09-20 10:16:39
6,687669,2022-09-20 10:41:00,2022-09-20 10:51:00
6,619236,2022-09-20 11:10:46.800000,2022-09-20 11:20:46.800000
6,687646,2022-09-20 11:25:43.200000,2022-09-20 11:35:43.200000
6,638411,2022-09-20 11:43:55.200000,2022-09-20 11:53:55.200000
6,667587,2022-09-20 12:25:51,2022-09-20 12:35:51
6,676998,2022-09-20 13:24:16.200000,2022-09-20 13:34:16.200000
6,692850,2022-09-20 14:08:52.800000,2022-09-20 14:18:52.800000
6,635755,2022-09-20 14:19:06.600000,2022-09-20 14:29:06.600000
6,607581,2022-09-20 15:01:14.400000,2022-09-20 15:11:14.400000
6,634911,2022-09-20 16:01:23.400000,2022-09-20 16:11:23.400000
6,635519,2022-09-20 17:23:23.400000,2022-09-20 17:33:23.400000
6,644736,2022-09-20 18:16:27,2022-09-20 18:26:27
6,635734,2022-09-20 19:16:56.400000,2022-09-20 19:26:56.400000
0,625032,2022-09-21 09:00:00,2022-09-21 09:10:00
0,636763,2022-09-21 09:17:19.200000,2022-09-21 09:27:19.200000
0,686168,2022-09-21 09:35:48,2022-09-21 09:45:48
0,699577,2022-09-21 09:53:27,2022-09-21 10:03:27
0,606001,2022-09-21 10:21:33.600000,2022-09-21 10:31:33.600000
0,688242,2022-09-21 10:46:42.600000,2022-09-21 10:56:42.600000
0,638745,2022-09-21 11:03:22.200000,2022-09-21 11:13:22.200000
0,698654,2022-09-21 11:20:29.400000,2022-09-21 11:30:29.400000
0,698656,2022-09-21 11:36:37.800000,2022-09-21 11:46:37.800000
0,676374,2022-09-21 11:51:31.200000,2022-09-21 12:01:31.200000
0,636071,2022-09-21 12:07:13.800000,2022-09-21 12:17:13.800000
0,646576,2022-09-21 12:19:51,2022-09-21 12:29:51
0,689225,2022-09-21 12:41:29.400000,2022-09-21 12:51:29.400000
0,676401,2022-09-21 12:58:57,2022-09-21 13:08:57
0,609409,2022-09-21 13:12:18,2022-09-21 13:22:18
0,629724,2022-09-21 13:26:06,2022-09-21 13:36:06
0,646076,2022-09-21 13:56:18,2022-09-21 14:06:18
0,406190,2022-09-21 14:20:33,2022-09-21 14:30:33
1,607752,2022-09-21 09:00:00,2022-09-21 09:10:00
1,407025,2022-09-21 09:12:42,2022-09-21 09:22:42
1,607752,2022-09-21 09:25:31.200000,2022-09-21 09:35:31.200000
1,628881,2022-09-21 09:45:24.600000,2022-09-21 09:55:24.600000
1,622344,2022-09-21 10:22:43.200000,2022-09-21 10:32:43.200000
1,616680,2022-09-21 10:38:08.400000,2022-09-21 10:48:08.400000
1,616681,2022-09-21 10:48:45,2022-09-21 10:58:45
1,637536,2022-09-21 11:01:48,2022-09-21 11:11:48
1,699579,2022-09-21 11:16:22.800000,2022-09-21 11:26:22.800000
1,659671,2022-09-21 11:31:36,2022-09-21 11:41:36
1,676453,2022-09-21 11:45:16.800000,2022-09-21 11:55:16.800000
1,686140,2022-09-21 11:59:39,2022-09-21 12:09:39
1,634025,2022-09-21 12:16:21.600000,2022-09-21 12:26:21.600000
1,698710,2022-09-21 12:31:31.800000,2022-09-21 12:41:31.800000
1,636538,2022-09-21 12:49:13.200000,2022-09-21 12:59:13.200000
1,676360,2022-09-21 13:17:57,2022-09-21 13:27:57
1,608011,2022-09-21 13:44:39,2022-09-21 13:54:39
1,608073,2022-09-21 14:02:30,2022-09-21 14:12:30
1,618797,2022-09-21 14:15:45.600000,2022-09-21 14:25:45.600000
1,639713,2022-09-21 14:34:40.800000,2022-09-21 14:44:40.800000
2,628616,2022-09-21 09:00:00,2022-09-21 09:10:00
2,636095,2022-09-21 09:16:09,2022-09-21 09:26:09
2,634768,2022-09-21 09:30:46.800000,2022-09-21 09:40:46.800000
2,690892,2022-09-21 09:46:35.400000,2022-09-21 09:56:35.400000
2,648534,2022-09-21 10:01:22.800000,2022-09-21 10:11:22.800000
2,658899,2022-09-21 10:22:00.600000,2022-09-21 10:32:00.600000
2,634663,2022-09-21 10:35:49.800000,2022-09-21 10:45:49.800000
2,634773,2022-09-21 10:54:27,2022-09-21 11:04:27
2,634708,2022-09-21 11:11:11.400000,2022-09-21 11:21:11.400000
2,699005,2022-09-21 11:27:28.200000,2022-09-21 11:37:28.200000
2,662955,2022-09-21 11:43:00.600000,2022-09-21 11:53:00.600000
2,629731,2022-09-21 11:56:27,2022-09-21 12:06:27
2,689224,2022-09-21 12:11:07.800000,2022-09-21 12:21:07.800000
2,609805,2022-09-21 12:30:02.400000,2022-09-21 12:40:02.400000
2,634778,2022-09-21 12:44:06.600000,2022-09-21 12:54:06.600000
2,633007,2022-09-21 12:59:01.800000,2022-09-21 13:09:01.800000
2,658887,2022-09-21 13:17:40.200000,2022-09-21 13:27:40.200000
2,636753,2022-09-21 13:30:31.200000,2022-09-21 13:40:31.200000
2,645368,2022-09-21 13:59:36.600000,2022-09-21 14:09:36.600000
2,695156,2022-09-21 14:15:56.400000,2022-09-21 14:25:56.400000
2,636033,2022-09-21 14:27:59.400000,2022-09-21 14:37:59.400000
2,693658,2022-09-21 14:46:16.200000,2022-09-21 14:56:16.200000
2,676390,2022-09-21 14:57:09,2022-09-21 15:07:09
2,616794,2022-09-21 15:10:29.400000,2022-09-21 15:20:29.400000
2,693658,2022-09-21 15:24:42,2022-09-21 15:34:42
2,698942,2022-09-21 15:54:52.200000,2022-09-21 16:04:52.200000
2,633476,2022-09-21 16:23:44.400000,2022-09-21 16:33:44.400000
2,608006,2022-09-21 16:47:55.800000,2022-09-21 16:57:55.800000
3,628648,2022-09-21 09:00:00,2022-09-21 09:10:00
3,622313,2022-09-21 09:20:51,2022-09-21 09:30:51
